SKILL_20150317_000001	Атака
SKILL_20150414_003678	{#993399}{ol}[Magic]{/}{/}{nl}Continuously attack enemies with magic bullets.
SKILL_20150414_003679	Уменьшает время каста умений.
SKILL_20150414_003680	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Summons a fireball. Enemies touching the fireball will receive continuous flame damage.
SKILL_20150414_003681	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Creates a wall of flames that continuously damages approaching enemies.
SKILL_20150414_003682	Временно гранты пожар собственности вам и вашей партии участника нападения.
SKILL_20150414_003683	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Inflicts damage by exploding a burning enemy.
SKILL_20150414_003684	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Summons a fire pillar to inflict damage on enemies.
SKILL_20150414_003685	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Attack by continuously fuming fire forward to enemies. Deals continuous flame damage to enemies.
SKILL_20150414_003686	{#993399}{ol}[Magic] - [Ice] - [Pierce]{/}{/}{nl}Launches a bolt of ice to an enemy that inflicts damage and has a chance to freeze the enemy.
SKILL_20150414_003687	{#993399}{ol}[Magic] - [Ice] - [Pierce]{/}{/}}{nl}Spurt ice thorns and attack enemies in front with chance of freezing.
SKILL_20150414_003688	Создать ледяную стену, чтобы поймать в ловушку врага с шансом заморозки ближайших врагов.
SKILL_20150414_003689	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Smack frozen enemies in front. Can freeze one more enemy nearby.
SKILL_20150414_003690	Создать ледяной шатер блокировать и замораживать противника.
SKILL_20150414_003691	Создать сильный ветер оттолкнуть цель. Использовать на замороженных врагов атаковать прилегающие врагов.
SKILL_20150414_003692	{#993399}{ol}[Magic] - [Ice] - [Strike]{/}{/}{nl}Ride on huge snowball and smash enemy.
SKILL_20150414_003693	{#993399}{ol}[Magic]{/}{/}{nl}Concentrate on the the tip of your hand to inflict continuous damage with psychokinesis.
SKILL_20150414_003694	{#993399}{ol}[Magic]{/}{/}{nl}Use psychokinesis to capture a target in front and throw it around.{nl}Inflicts damage by throwing the captured target in a direction using your arrow keys.
SKILL_20150414_003695	ОСП вашу позицию с врагом.
SKILL_20150414_003696	Телепорт в случайное место.
SKILL_20150414_003697	{#993399}{ol}[Magic]{/}{/}{nl}Inflict damage on multiple enemies by pulling them to a targeted area causing them to collide with each other.
SKILL_20150414_003698	Лифт ближайших врагов в воздух. Врагов в воздух временно обнаруживается в качестве летающего типа.
SKILL_20150414_003699	Создать прямую линию силы тяготения, которые притягивают врагов.
SKILL_20150414_003700	Ссылка врагов, так что у них урон.
SKILL_20150414_003701	Собрать связана врагов в одном месте, и заставить их сталкиваться друг с другом.
SKILL_20150414_003702	Ссылка партиец и поделиться Бафф эффекты.
SKILL_20150414_003703	Umbilical Cord
SKILL_20150414_003704	Использовать высшие способности между вами и связанного союзника.
SKILL_20150414_003705	Увеличить размер вашего члена партии и руку и увеличить атаку.
SKILL_20150414_003706	Сжать Размер мишени. Мишень имеет шанс исчезнуть при использовании на небольших по размеру монстров.
SKILL_20150414_003707	Увеличить размер цели. Мишень имеет шанс взрыва при использовании на чрезмерно большие монстры.
SKILL_20150414_003708	Изменить свой инт и кон.
SKILL_20150414_003709	Контроль противника магический круг.
SKILL_20150414_003710	Увеличьте Размер Вашего и членов партии' рука, держащая щит и суб оружие, чтобы увеличить защиту.
SKILL_20150414_003711	Увеличить размер вы и ваши партийцы головы, чтобы увеличить интервал.
SKILL_20150414_003712	{#993399}{ol}[Magic] - [Lightning]{/}{/}{nl}Release a surge of electricity to attack enemies in front of you.
SKILL_20150414_003713	Временно остолбенеть врага.
SKILL_20150414_003714	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Drop chunks of ice to continuously inflict damage to enemies.
SKILL_20150414_003715	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Summon Prominence. The summoned Prominence goes back and forth randomly, inflicting damage to targets.
SKILL_20150414_003716	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Drop meteors on the targeted area to inflict damage to an enemy.
SKILL_20150414_003717	Вызвать дьявола карточки, вставленной в Grimore. Grimore можете только оборудовать дьявола монстр типа карты.
SKILL_20150414_003718	Заказы приглашенное дьявола из Гримуаров, чтобы двигаться и атаковать в целевую область.
SKILL_20150414_003719	Взять под контроль вызвали дьявола из Гримуаров, проехав его на верхней части ее головы.
SKILL_20150414_003720	Мутирует приглашенное дьявола из Гримуар дьявола, который оборудован как дополнительная карта в Гримуаре при сохранении ее прежних способностей.
SKILL_20150414_003721	Заказы приглашенное дьявола ждать и охранять целевой области.
SKILL_20150414_003722	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Summons a familiar. The familiar rushes to an enemy that you attack or that attacks you, and then explodes itself.
SKILL_20150414_003723	Повестка огонь дьявола Salamion. Она оглядывается на хозяина и атакует врагов.
SKILL_20150414_003724	Salamion Level #{CaptionRatio}#
SKILL_20150414_003725	Призывает слугу. Слуга дарует благоприятное воздействие, следуя своим хозяином.
SKILL_20150414_003726	Servant HP #{CaptionRatio}#
SKILL_20150414_003727	Контроль времени и временно увеличивает скорость атаки себе или 1 союзник в передней.
SKILL_20150414_003728	Контроль времени и сделать монстра появляются снова, где он был убит.
SKILL_20150414_003729	Останавливается время монстров в пределах целевой области. Враги не получают урона когда время остановилось.
SKILL_20150414_003730	Контролирует время, чтобы уменьшить скорость передвижения врагов.
SKILL_20150414_003731	Контроль времени и увеличить скорость передвижения себя или союзника 1 в передней.
SKILL_20150414_003732	Контроль времени в зоне, временно изменяя его обратно в прежнее состояние.
SKILL_20150414_003733	{#993399}{ol}[Magic]{/}{/}{nl}Collect an enemy's corpse.
SKILL_20150414_003734	Attack #{SkillAtkAdd}#{nl}Collect corpse of each type
SKILL_20150414_003735	Сделать Shogos формованных после того как карта вставлена в Некрономикон. Некрономикон можно оборудовать только животные, и растения, и Мутантный Тип карты.
SKILL_20150414_003736	Use #{CaptionRatio}# each of {nl}Plant, Beast, Mutant corpse
SKILL_20150414_003737	{#993399}{ol}[Magic]{/}{/}{nl}Throw corpse parts on a targeted area to attack nearby enemies.
SKILL_20150414_003738	Attack #{SkillAtkAdd}#{nl}Splash #{SkillSR}#{nl}Use #{CaptionRatio}# each of{nl}Plant, Beast. Mutant monster corpse
SKILL_20150414_003739	{#993399}{ol}[Magic]{/}{/}{nl}Encircle yourself with corpse parts that will damage nearby enemies.
SKILL_20150414_003740	Attack #{SkillAtkAdd}#{nl}Duration 15 seconds{nl}Use #{CaptionRatio}# Mutant corpse
SKILL_20150414_003741	Сделать стену труп и блокировать вражеские атаки. Враги атакуют ближайших стена становится разлагается.
SKILL_20150414_003742	Dirty Wall #{CaptionRatio}#{nl}Dirty Wall Duration15 seconds{nl}{#339999}{ol}[Decompose]{/}{/} Duration #{CaptionTime}# seconds{nl}{nl}Use #{CaptionRatio2}# each of {nl}Plant, Beast, Mutant corpse
SKILL_20150414_003743	Собирать труп слева от того места, где враг умер.
SKILL_20150414_003744	{#993399}{ol}[Magic]{/}{/}{nl}Explodes an item of yours on the ground to damage nearby enemies.
SKILL_20150414_003745	Копать землю и получить руд для алхимии.
SKILL_20150414_003746	Открывает магазин в жаркое и укрепить драгоценные камни. Уменьшает штраф усовершенствованный камень.
SKILL_20150414_003747	Совмещать два предмета, чтобы изменить способности элемента. Комбинированный элемент будет иметь свой потенциал уменьшается, и способности может стать лучше или хуже.
SKILL_20150414_003748	Жидкий экстракт из трав для создания различных зелий.
SKILL_20150414_003749	Использовать плювиально алхимии и создайте новый элемент.
SKILL_20150414_003750	Битва в другом измерении, чтобы пробудить элемента потенциала. Вы можете использовать элемент скрытый вариант, когда вы выиграете битву, но ее потенциал будет снижен.
SKILL_20150414_003751	Каждое оружие имеет различные подземелье{nl}и потенциальных эффектов{nl}уровень 1 Мастер
SKILL_20150414_003752	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Quickly shoot multiple arrows.
SKILL_20150414_003753	{#DD5500}{ol}[Physical] - [Missile]{/}{/}{nl}Fires a shot that penetrates enemies. Enemies close to one another may be skewered together.
SKILL_20150414_003754	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Kneel down to improve your concentration. Increases your attack and range.
SKILL_20150414_003755	Временно увеличивает вашу скорость передвижения во время атаки.
SKILL_20150414_003756	{#DD5500}{ol}[Physical] - [Missile]{/}{/}{nl}Fires a shot that ricochets to a nearby enemy.
SKILL_20150414_003757	Тяжелый Удар
SKILL_20150414_003758	{#DD5500}{ol}[Physical] - [Missile]{/}{/}{nl}Demonstrate your strength by firing a shot that pushes enemies away.
SKILL_20150414_003759	Две Стрелы
SKILL_20150414_003760	{#DD5500}{ol}[Physical] - [Missile]{/}{/}{nl}Fires two shots at once.
SKILL_20150414_003761	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Penetrate straight through the enemy by aiming with the tip of your arrow. 
SKILL_20150414_003762	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Shoot an arrow with a high critical chance.
SKILL_20150414_003763	Снижение скорости атаки и увеличение АТК.
SKILL_20150414_003764	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Fires an arrow with a bomb attached. The arrow explodes after a short amount of time causing additional damage.
SKILL_20150414_003765	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Arrow is split to pieces and bounces off attacking nearby enemies.
SKILL_20150414_003766	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Run backwards and shoot multiple arrows forward.
SKILL_20150414_003767	Сделать спираль со стрелкой, которая проникает враг. Удар дает 1 дополнительную атаку.
SKILL_20150414_003768	Развертывает вертикальном щит, чтобы блокировать враждебные врагов и их атак дальнего боя.
SKILL_20150414_003769	Собирать камни, чтобы использовать в качестве маркеров для камня выстрел. Камни не могут быть получены в городах.
SKILL_20150414_003770	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Charge crossbow with multiple arrows and shoot towards enemy.
SKILL_20150414_003771	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Demolish obstacles in front, inflicting damage to nearby enemies.
SKILL_20150414_003772	Атака с арбалета во время движения быстро.
SKILL_20150414_003773	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Set up a rotating trap that inflicts damage to enemies within a radius.
SKILL_20150414_003774	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Set up a trap that shoots buckshot. Trap is triggered using a detonator.
SKILL_20150414_003775	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Set up a trap that launches enemies back when stepped on.
SKILL_20150414_003776	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Explode ally magic circle and inflict damage to enemy.
SKILL_20150414_003777	Скрыть подготовленной ловушки от врагов.
SKILL_20150414_003778	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Set up a trap that shoots arrows when an enemy touches the wire.
SKILL_20150414_003779	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Attach a bomb to an enemy. The enemy explodes when it comes in contact with other enemies.
SKILL_20150414_003780	Companion speed +#{CaptionRatio}#% {nl}Duration #{CaptionTime}# seconds
SKILL_20150414_003781	Ваш компаньон запугивает противника и препятствует тому, чтобы это приближение. Враги могут подпадать под страхом.
SKILL_20150414_003782	Раш Собака
SKILL_20150414_003783	Заказ ваш компаньон броситься вперед и атаковать врага.
SKILL_20150414_003784	Лечит отравленного союзника. Яд состояния с более высоким уровнем, чем детоксикации не может быть исцелен, однако ее Продолжительность уменьшается.
SKILL_20150414_003785	{#DD5500}{ol}[Physical] - [Poison] - [Pierce]{/}{/}{nl}Blow toxic arrow and inflict continuous damage.
SKILL_20150414_003786	{#DD5500}{ol}[Physical] - [Poison] - [Pierce]{/}{/}{nl}Throw jar of Poison to create poisonous puddle. Enemies become poisoned when stepping on the puddle.
SKILL_20150414_003787	{#DD5500}{ol}[Physical] - [Poison] - [Pierce]{/}{/}{nl}Throw poison to inject a parasite into the enemy. Poisonous insects are born when the host is killed.
SKILL_20150414_003788	Спрятаться в пустой бочке, чтобы предотвратить внимания от врагов. В этом состоянии вы незатронуты для нескольких физических атак.
SKILL_20150414_003789	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Shoot arrow that makes noise. Enemies nearby falls under fear.
SKILL_20150414_003790	Временно скрыть себя от противника видения. Вы становитесь открытыми при прыжках или атакующих.
SKILL_20150414_003791	Искажать чувство дистанции и атаки союзников можно вне диапазона.
SKILL_20150414_003792	Показать скрытые предметы и врагов в пределах диапазона.
SKILL_20150414_003793	Временно увеличивает ваш шанс критического урона при атаке противника со спины. 
SKILL_20150414_003794	Уловка врага, чтобы ослабить бдительность. Временно снижает уклонение врага перед вами.
SKILL_20150414_003795	Спрятаться под землей, чтобы скрыть свою внешность. В этом состоянии вы можете атаковать, но не может двигаться.
SKILL_20150414_003796	Крадет вражеские ловушки и магический круг. Вы можете использовать его позже, когда вам это нужно.
SKILL_20150414_003797	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Temporarily increases the STR of you and your party members when a target dies and explodes from this attack.
SKILL_20150414_003798	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Бросают слезоточивый газ в указанную область. Цель становится одержимый Тьмой.
SKILL_20150414_003799	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Continuously attack using your dagger. A double attack with a high critical rate may stun the enemy.
SKILL_20150414_003800	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Launches a wide broadhead arrow. Inflicts bleeding on the enemy hit.
SKILL_20150414_003801	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Launches a bodkin arrow that deeply penetrates the enemy. On hit, decreases enemies' defense and nullifies the magic that protects the enemy.
SKILL_20150414_003802	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Launches a barbed arrow. The number of strikes depends on the enemy's defense type.
SKILL_20150414_003803	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Launches an arrow that explodes an enemy in the form of a cross when killed.
SKILL_20150414_003804	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Flame fumes from area shot with arrow and attacks enemy.
SKILL_20150414_003805	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Launches an arrow with explosives attached. Upon hitting its target, the arrow will explode after an amount of time and cause additional collateral damage.
SKILL_20150414_003806	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Fires multiple bullets toward the enemy.
SKILL_20150414_003807	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Shoot forward while moving backwards.
SKILL_20150414_003808	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use speed to move fast while attacking when riding on top.
SKILL_20150414_003809	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Shoot in the opposite direction you are moving.
SKILL_20150414_003810	Звонок
SKILL_20150414_003811	Напомним твой ястреб.
SKILL_20150414_003812	Уровень 1 Мастер
SKILL_20150414_003813	Глядя
SKILL_20150414_003814	Насест
SKILL_20150414_003815	Настройка окунь где Хоук может сидеть. Ястреб будет ждать владельца заказа на окуня. Окунь исчезает, когда вы отходите от него.
SKILL_20150414_003816	Range: #{CaptionRatio}#{nl}Torch Duration: #{CaptionRatio2}# seconds
SKILL_20150414_003817	Кружат
SKILL_20150414_003818	Муху, кружащую вокруг целевой области. Диапазон оборону врагов в целевой области уменьшается.
SKILL_20150414_003819	Range defense rate -#{CaptionRatio}# {nl}Duration 0 seconds
SKILL_20150414_003820	Паря
SKILL_20150414_003821	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Your hawk circles above a targeted area and attacks enemies passing below.
SKILL_20150414_003822	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Throw a training doll and have your hawk attack the targeted area.
SKILL_20150414_003823	Руки и стрелять
SKILL_20150414_003824	Ваш ястреб нести вы. На время, вы можете нанести урон врагам с помощью ниже вашей базовой атаки безо всякого для себя вреда.
SKILL_20150414_003825	{#993399}{ol}[Magic] - [Holy]{/}{/}{nl}Creates a magic circle that recovers HP or inflicts damage to enemies. Does not apply to airborne enemies.
SKILL_20150414_003826	{#993399}{ol}[Magic] - [Holy]{/}{/}{nl}Creates a magic circle that removes a Lv1 status ailments from allies or inflicts damage to enemies. Does not apply to airborne enemies.
SKILL_20150414_003827	Создает магический круг, что снижает защиту врагов с течением времени. 
SKILL_20150414_003828	Создает магический круг, который повышает уровень квалификации союзниками.
SKILL_20150414_003829	Вызвать священный факел для улучшения восстановления HP скорость ближайших союзников.
SKILL_20150414_003830	Создает магический круг, который увеличивает критических способностей союзников или снижает критические способности врагов.
SKILL_20150414_003831	Увеличивает число полезных эффектов, которые вы и ваши партийцы могут появиться.
SKILL_20150414_003832	{#993399}{ol}[Magic] - [Lightning]{/}{/}{nl}Creates a magic circle that calls down bolts of lightning on an enemy using the God of Thunder's power.
SKILL_20150414_003833	Гравирует клеймо на врага. Увеличивает str и int у вас и членов вашей партии, когда выгравированный враг был побежден.
SKILL_20150414_003834	Создает магический круг, который временно сохраняет благотворные последствия вы и ваши партийцы.
SKILL_20150414_003835	{#993399}{ol}[Magic] - [Holy]{/}{/}{nl}Sprinkle holy water to increase the defense of you and your allies as well as inflict damage to enemies.
SKILL_20150414_003836	Создание магического круга, что повышает ДЕКС союзников и понижает уклонение и физическую защиту врагов.
SKILL_20150414_003837	Давать благословения, дающие дополнительный урон нападений на членов партии.
SKILL_20150414_003838	Воскрешает цель, которая была побеждена в бою.
SKILL_20150414_003839	Временно дает дополнительные святого собственности атаки для вас и вашей партии участника нападения.
SKILL_20150414_003840	{#993399}{ol}[Magic] - [Holy]{/}{/}{nl}Creates an exorcism circle that damages enemies inside, then deals continuous damage.
SKILL_20150414_003841	Проклинает врага, чтобы уменьшить его магической защиты и предотвращения восстановления.
SKILL_20150414_003842	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Controls an enemy afflicted by a curse and inflicts damage from afar. Bonus damage is dealt on the 3rd attack.
SKILL_20150414_003843	Используйте обезьяний череп, чтобы заманить зомби в нужное место.
SKILL_20150414_003844	Создайте магический круг, который превращает убитых врагов в зомби.
SKILL_20150414_003845	Бросает талисман, чтобы союзник, который временно подавляет боль. Союзник неуязвим для любого урона, когда талисман включена, но получает накопленного ущерба сразу, когда эффект заканчивается.
SKILL_20150414_003846	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Order zombies to celebrate. Zombies dance around target area and enemies touching the zombies receive damage.
SKILL_20150414_003847	Установить Самеди узором, что символизирует смерть нуар на земле. Скорость передвижения и Макс. НР зомби и союзников вокруг картины увеличения.
SKILL_20150414_003848	Установить Oguon узор, представляющий прочности нуар на земле. Прочность зомби и союзников вокруг картины увеличения.
SKILL_20150414_003849	{#993399}{ol}[Magic]{/}{/}{nl}Detonates zombies near the targeted area and deals damage to nearby enemies.
SKILL_20150414_003850	Вырезает статую Vakarine, богиня вечерней звезды. {nl}может коробить других областей посредством статуя богини.
SKILL_20150414_003851	Вырезает статую Zemyna, богиня Земли.{nl}Уменьшает расход SP для союзников, которые находятся в пределах радиуса статуя богини.
SKILL_20150414_003852	SP: -#{CaptionRatio}#{nl}Statue Duration: #{CaptionRatio2}# seconds{nl}Consumes 4 Pine Wood
SKILL_20150414_003853	Вырезает статую Лайма-богиня судьбы. {nl}уменьшает время перезарядки ваших членов партии' навыки в пределах радиуса статуя богини.
SKILL_20150414_003854	Cooldown Duration: -#{CaptionRatio}#%{nl}Statue Duration: #{CaptionRatio2}# seconds{nl}Consumes 4 Cedar Wood
SKILL_20150414_003855	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Carves an Owl Sculpture that attacks enemies in front of you.
SKILL_20150414_003856	Attack: #{SkillAtkAdd}#{nl}Block Count: #{CaptionRatio}#{nl}Duration: #{CaptionTime}# seconds{nl}Use 3 Oak Wood
SKILL_20150414_003857	Вырезает божественного мирового Древа, который заглушает ближайших врагов.
SKILL_20150414_003858	Statue Duration #{CaptionRatio}# seconds{nl}Use 6 Ash Wood
SKILL_20150414_003859	Изваяет статую богини Ausrine утренней звезды. Вы и ваши союзники получают неуязвимость после поворота вокруг богини статую 3 раза.
SKILL_20150414_003860	{#339999}{ol}[Благословение богини]{/}{/} Duration: #{CaptionRatio}# seconds{nl}Goddess Statue Duration: 30 seconds{nl}Consumes 4 Cedar Wood
SKILL_20150414_003861	Переместить свой дух из тела. Дух может двигаться только рядом с телом.
SKILL_20150414_003862	Перемещение тела к духу, чтобы вновь объединиться. Может использоваться только когда дух выходит из тела.
SKILL_20150414_003863	{#993399}{ol}[Magic] - [Holy]{/}{/}{nl}Bind enemy to stop its movement and inflict damage.
SKILL_20150414_003864	Уменьшает ул., вын, инт, ДЕКС СРП и врагов поблизости.
SKILL_20150414_003865	{#993399}{ol}[Magic]{/}{/}{nl}Inflict damage on nearby enemies by separating your soul from your body to cause an explosion.
SKILL_20150414_003866	Передавать свои способности союзников перед вами.
SKILL_20150414_003867	Атака души
SKILL_20150414_003868	Основную атаку на духов, когда вне тела.
SKILL_20150414_003869	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Strongly smack down enemy.
SKILL_20150414_003870	Активировать ауру и увеличение восстановления HP союзников поблизости.
SKILL_20150414_003871	Создает магический круг, который имеет шанс преобразования врагов.
SKILL_20150414_003872	Временно увеличивает собственности сопротивлений вас и Ваших членов партии.
SKILL_20150414_003873	Fire, Ice, Lightning Resistance: +#{CaptionRatio}# {nl}Poison, Earth Resistance: +#{CaptionRatio2}#{nl}Buff Duration: #{CaptionTime}# seconds
SKILL_20150414_003874	Есть шанс, мгновенно победив мутант или Дьявол-типа враги.
SKILL_20150414_003875	Сделать защитную стену, которая отталкивает врагов и блокировать их въезд.
SKILL_20150414_003876	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Train your skin as hard as steel to inflict damage by bouncing off the enemy's attack.
SKILL_20150414_003877	Reflect attack amounting to target's Physical attack.{nl}Reflect damage +#{SkillAtkAdd}#{nl}Ranged projectile, cannot defend magic
SKILL_20150414_003878	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use your trained fists to attack the enemy in succession.
SKILL_20150414_003879	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Continuously attack with tip of hand.
SKILL_20150414_003880	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Break your target's armor with a strong strike using your hand as a knife.
SKILL_20150414_003881	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Inflict damage by punching an enemy from a close distance. The attacked enemy will lose SP and receives continuous damage.
SKILL_20150414_003882	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Gather force then shoot forward. The enemy is pushed away and will receive damage.
SKILL_20150414_003883	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use tip of finger to throw coin and attack enemy.
SKILL_20150414_003884	Временно стать неуязвимым от любых атак.
SKILL_20150414_003885	Создает устраняющий который блокирует вредное волшебство или эффекты.
SKILL_20150414_003886	Ремесло свое мастерство в свиток, который каждый может использовать.
SKILL_20150414_003887	Создать магазин, чтобы продавать свои навыки.
SKILL_20150414_003888	Использовать ритуал, чтобы исцелить союзников с уровня 2 ненормальное состояние или нанести ущерб врагам.
SKILL_20150414_003889	Attack #{SkillAtkAdd}#{nl}Target #{CaptionRatio}#{nl}Heal all party members{nl}Heal #{CaptionRatio}# allies{nl}Use 500 silver
SKILL_20150414_003890	Откройте шкатулку, чтобы получить пожертвования от союзников. Может быть открыт только рядом статуя богини.
SKILL_20150414_003891	Продлить Длительность вредных эффектов, примененных к врагу.
SKILL_20150414_003892	Проникнуть в разум противника в стойке и управлять им.
SKILL_20150414_003893	{#993399}{ol}[Magic]{/}{/}{nl}Grass nearby target area attacks the enemy.
SKILL_20150414_003894	Временно превратиться в животное-Тип, завод-типа или насекомое-типа монстра в стойке.
SKILL_20150414_003895	Преобразовать обратно в чудовище, которое вы последней фигуры сдвинуты.
SKILL_20150414_003896	Трава в адресной зоне защищает вас и вашу партию.
SKILL_20150414_003897	Трава временно растет на целевую область. Монстры входом в зону стать завод-Тип монстров.
SKILL_20150414_003898	Случайно вызов врагам спереди от региона, где вы находитесь в данный момент.
SKILL_20150414_003899	Увеличивает Ваш и вашей партии члена максимальная SP и ГНАУ.
SKILL_20150414_003900	Изменить монстра в стойке в другой монстр.
SKILL_20150414_003901	Предсказать и показать заранее, какой элемент монстра упадет
SKILL_20150414_003902	Аннулировать магию врагов поблизости.
SKILL_20150414_003903	Просмотр в районе, где противник будет атаковать.
SKILL_20150414_003904	Смена противника бросить предмет. Знаете, если редкий предмет будет отброшен.
SKILL_20150414_003905	Приговор смерти для врага. Цель умирает, когда время истекло.
SKILL_20150414_003906	Макс. спровоцировать увеличилось.
SKILL_20150414_003907	Нечувствителен к боли.
SKILL_20150414_003908	Увеличил огонь, лед, молния, яд и земля собственность сопротивление.
SKILL_20150414_003909	Повышенная физическая и магическая атака.
SKILL_20150414_003910	Разграбление
SKILL_20150414_003911	Не вижу в стойке
SKILL_20150414_003912	Blessing of the Goddess
SKILL_20150414_003913	Можете поиск
SKILL_20150414_003914	Накачка Мышц
SKILL_20150414_003915	Повышает ДПС, но уменьшается максимальная выносливость
SKILL_20150414_003916	Страж Комплект "Буфф"
SKILL_20150414_003917	Статус "буфф", где будут стражи эффект может быть активирован
SKILL_20150414_003918	Волей гвардии
SKILL_20150414_003919	Increases damage against Devil-type targets by +125
SKILL_20150414_003920	Enemies hit with [Umbo Blow] fall down and pushing force is increased by 40 per attribute level.
SKILL_20150414_003921	Убийство Груди: Cloth Armor
SKILL_20150414_003922	Применить эффект Mordschlag на кожаные доспехи также, чтобы ткань броня типа
SKILL_20150414_003923	Удавки дает 20% от персонажа магический урон на уровне атрибута, как дополнительный урон
SKILL_20150414_003924	Targets have 5% chance of falling under [Weaken Defense] per attribute level when hit with basic attack during spirit state.
SKILL_20150414_003925	When using [Resist Elements] Fire, Ice, Lightning Property increase by 5 per Attribute level and Poison, Earth Property decrease by 5 per Attribute level
SKILL_20150414_003926	Monsters hit with [Pointing] have a 5% chance per attribute level of being inflicted with [Fear] every 3 seconds.
SKILL_20150414_003927	Defense of enemies receiving [Retrieve] attacks decrease by 10 per attribute level.
SKILL_20150414_003928	Max. poison capacity of [Poison Pot] increases by 10 per attribute level.
SKILL_20150414_003929	Арест: Медленно
SKILL_20150414_003930	[Slowdown] is left after [Arrest]. Higher attribute level prolongs its duration.
SKILL_20150414_003931	Оружие Содержание: Граф Увеличить
SKILL_20150414_003932	Count of [Weapon Repair] increase by 1 per level.
SKILL_20150414_003933	Броня Содержание: Граф Увеличить
SKILL_20150414_003934	Count of [Armor Repair] increase by 1 per level.
SKILL_20150414_003935	Киль Тянуть: Кровотечение
SKILL_20150414_003936	Enemy falls under [Bleed] for 5 seconds when attacked with [Keel Hauling]. Duration of [Bleed] increases by a seconds per level.
SKILL_20150414_003937	Железная Кожа: Дополнительные Отражения Урона
SKILL_20150414_003938	[Iron Skin] reflects additional damage of 20% of character's Physical attack per attribute level.
SKILL_20150414_003939	Крест Гвардии: Продлить Шатаются
SKILL_20150414_003940	Time of enemies stiffened with [Cross Guard] extends by 1 second per attribute level.
SKILL_20150414_003941	Навершие Бить: Увеличить
SKILL_20150414_003942	Навершие Бить: Усилить 2
SKILL_20150414_003943	Двойной Слэш: Увеличить
SKILL_20150414_003944	Бабочка: Увеличить
SKILL_20150414_003945	Череп Качания: Увеличить
SKILL_20150414_003946	Череп Качания: Усилить 2
SKILL_20150414_003947	Копье Бросать: Увеличить
SKILL_20150414_003948	Топает Удар: Усилить 2
SKILL_20150414_003949	Тяжелый Удар: Увеличить
